Link1,Link2,Link3,Link4,Link5,Link6,Link7,Link8,Link9,Link10,Link11,Link12
82,78,71,66,69,80,74,51,62,71,4,53
81,74,70,71,71,71,84,54,67,66,9,55
88,77,67,70,69,77,74,52,70,62,3,53
85,64,72,71,77,70,67,52,70,65,13,49
86,80,74,72,71,78,80,53,71,60,4,48
72,72,74,73,75,63,79,52,72,58,0,56
64,72,74,70,75,67,80,54,65,52,10,44
80,71,74,77,71,79,73,55,66,51,0,55
80,74,65,74,78,80,87,59,71,50,0,57
74,73,65,70,72,78,84,54,66,51,0,45
76,76,68,67,67,72,75,59,75,56,11,54
79,77,71,69,69,73,81,56,68,63,14,55
70,75,67,79,68,72,75,54,74,56,0,54
82,74,72,71,78,72,74,49,72,50,9,50
76,78,67,69,74,83,76,47,68,48,23,52
78,71,69,68,70,77,83,47,63,52,20,50
80,74,64,71,70,72,89,49,59,45,48,51
83,70,66,70,69,74,82,51,61,37,0,53
71,77,66,69,75,73,71,53,65,29,0,53
77,73,71,70,68,73,78,53,68,27,50,50
69,69,68,71,65,73,67,54,68,24,1,47
82,67,66,70,68,70,77,48,71,22,0,48
76,73,63,65,69,74,73,48,62,12,12,51
69,73,63,64,69,79,79,48,68,13,11,48
76,67,67,55,70,75,77,46,66,13,14,51
70,63,59,70,64,74,75,48,63,13,1,49
71,76,60,60,63,78,78,49,54,8,0,50
74,66,69,62,61,76,88,54,51,10,0,46
75,73,64,65,60,61,82,55,52,8,0,50
74,69,66,67,61,60,72,53,40,13,0,55
71,72,62,68,66,62,65,50,24,17,0,49
74,74,66,67,72,74,66,55,16,13,7,48
74,74,73,65,65,70,72,56,10,11,21,52
76,72,68,71,67,75,74,50,15,8,6,50
71,71,68,69,62,74,79,50,15,15,0,61
74,66,71,69,69,69,78,48,8,13,7,55
68,72,62,69,66,74,75,45,10,12,4,54
75,69,63,68,69,80,72,46,11,13,0,48
73,70,64,64,73,71,85,35,11,15,0,48
71,69,62,63,66,74,75,33,13,12,0,49
78,70,69,64,66,69,76,34,8,8,4,45
73,72,60,69,61,77,68,28,16,7,0,50
69,75,66,67,69,74,73,18,15,11,9,52
72,71,67,63,69,66,75,11,7,10,1,54
72,71,65,70,69,80,70,22,11,11,0,49
74,67,67,69,60,81,79,16,13,9,0,45
69,64,65,67,66,76,86,15,9,9,2,49
71,70,58,70,65,70,81,9,10,9,0,57
70,70,60,67,69,71,77,15,8,8,0,55
76,63,65,61,62,77,74,14,10,7,0,66
74,72,61,65,62,69,75,9,10,8,0,54
75,69,68,61,58,70,75,15,8,8,0,53
75,71,63,67,63,70,72,15,7,4,0,52
78,69,68,64,52,75,76,13,7,10,0,54
59,71,59,72,64,74,78,14,7,13,21,49
67,68,64,70,66,73,83,12,6,11,1,49
79,50,67,63,71,76,76,10,6,13,0,51
75,73,60,67,68,67,68,10,8,10,0,42
79,68,54,73,66,77,75,8,11,4,19,46
76,73,64,63,76,72,73,9,7,9,0,50
87,67,60,49,63,75,66,8,12,5,11,50
79,79,63,66,66,77,67,9,8,16,1,52
81,74,71,66,60,77,81,14,10,11,0,54
74,74,65,70,66,70,82,11,10,10,0,54
74,70,66,67,69,79,54,9,10,11,0,56
68,70,66,67,65,74,51,9,16,10,0,46
79,68,66,71,68,71,24,6,15,9,0,48
75,72,57,70,62,76,30,4,17,14,0,49
78,70,67,71,65,80,15,14,11,8,0,56
82,69,63,64,71,77,9,16,4,12,1,60
76,74,63,68,61,77,8,20,11,13,81,55
74,69,64,62,78,70,6,22,17,15,0,54
80,68,70,70,67,73,5,9,8,11,0,54
70,73,62,77,64,77,5,3,7,10,0,47
71,73,65,68,73,75,2,12,10,13,0,52
73,68,65,67,69,73,10,21,18,9,0,49
81,70,63,69,66,75,13,13,7,9,0,49
79,74,57,69,65,70,14,4,12,12,0,49
81,73,63,65,62,70,12,15,23,5,0,53
77,79,71,64,63,52,9,15,10,13,0,52
82,73,73,71,55,34,10,14,7,10,0,54
77,74,67,74,55,23,13,19,7,14,0,56
79,78,68,72,58,20,12,15,6,15,0,56
78,74,67,70,60,25,5,9,10,12,0,56
75,74,63,74,63,25,6,4,11,13,0,50
68,69,69,67,56,36,9,7,16,13,0,49
63,73,68,69,44,45,11,9,13,8,0,44
77,60,64,69,32,51,13,13,10,11,0,51
78,64,56,71,36,51,12,20,7,9,0,50
75,74,53,63,21,56,13,21,6,9,0,48
69,66,62,61,8,60,11,8,10,10,0,55
72,58,60,61,8,54,10,11,9,7,0,64
78,64,57,67,21,59,13,4,8,5,0,54
78,50,52,67,20,61,7,10,7,11,137,47
67,63,53,62,19,61,10,20,9,13,0,52
67,52,57,63,16,58,9,7,4,9,0,46
76,49,55,63,15,55,9,12,8,6,0,51
80,47,52,61,21,60,8,5,5,7,0,49
74,69,50,57,16,54,12,5,10,14,0,52
75,67,51,54,13,59,13,7,5,12,0,52
66,68,58,52,19,56,11,8,12,10,18,52
70,63,57,39,8,56,11,5,6,7,0,50
72,64,56,30,13,62,13,4,7,12,0,51
78,64,53,22,18,57,9,6,12,10,0,50
76,72,56,22,16,61,4,14,12,8,0,55
74,66,63,20,10,55,6,23,7,9,48,60
73,67,59,17,10,56,9,14,6,13,0,50
71,64,57,16,9,57,7,15,7,10,30,49
69,62,58,8,6,56,3,19,6,11,0,52
70,62,57,13,6,61,9,12,3,19,13,59
76,62,58,12,5,60,3,8,14,15,0,56
76,64,60,0,7,55,6,9,17,19,0,56
78,64,54,11,18,51,13,7,12,14,0,56
74,68,41,6,19,52,14,11,7,10,0,59
76,67,16,1,19,47,12,26,13,12,27,54
66,67,6,6,21,55,16,27,16,11,24,52
69,63,5,12,25,47,12,16,12,13,45,48
75,57,5,19,23,58,10,9,11,16,0,51
69,31,1,22,16,58,13,23,10,11,0,52
69,24,5,24,17,67,3,23,13,16,0,50
65,15,18,20,17,63,4,18,18,22,0,50
70,8,29,11,15,61,14,14,11,15,0,46
65,9,38,13,10,61,19,10,12,16,0,48
63,24,36,18,9,55,16,13,11,17,0,50
57,21,16,9,7,61,16,15,11,14,1,46
53,14,14,9,8,61,14,17,16,22,1,43
50,19,19,10,17,56,9,14,15,20,0,48
56,25,16,7,22,56,13,14,3,20,0,53
59,23,9,5,24,59,17,16,13,18,3,52
57,21,11,11,25,59,11,13,27,13,0,45
64,16,6,18,26,56,17,6,29,19,7,36
61,14,4,17,26,60,13,9,24,22,15,41
60,8,4,10,25,61,13,21,22,22,11,42
57,7,13,13,22,59,12,26,18,14,12,48
40,2,21,18,15,59,9,31,19,13,0,48
37,3,26,17,13,55,8,35,16,11,2,45
31,13,16,14,16,59,8,32,13,19,11,48
19,15,15,12,13,61,9,24,15,18,0,44
13,16,19,15,17,51,6,21,13,18,15,48
10,22,11,8,22,55,11,11,12,17,0,47
17,24,17,21,20,42,17,10,21,18,7,47
19,22,19,12,23,43,19,20,17,14,1,47
19,14,9,16,23,47,21,17,14,18,0,46
20,12,10,13,20,46,22,18,12,18,3,46
25,10,21,16,20,57,22,26,16,17,0,44
27,11,22,13,15,56,15,22,23,14,4,48
21,9,17,11,8,59,12,6,13,11,0,48
22,20,15,24,5,56,8,9,12,6,0,49
13,24,13,25,6,62,12,13,18,17,0,47
11,21,5,14,9,61,11,19,11,23,0,50
23,21,13,11,15,53,10,22,14,19,0,52
33,14,24,8,23,55,10,16,6,13,2,49
36,5,24,8,22,57,14,16,11,15,0,49
51,8,16,13,22,56,15,12,21,19,1,46
29,15,11,11,27,56,7,8,25,15,0,44
8,17,4,15,26,61,11,7,17,7,15,43
12,15,13,18,19,56,15,16,15,19,1,39
14,10,15,17,17,60,10,25,18,11,10,45
16,5,23,17,16,56,13,30,12,13,7,43
19,5,27,15,13,64,11,22,10,15,3,46
15,16,27,17,13,55,7,19,18,15,19,43
11,18,25,12,17,61,7,19,21,19,4,47
6,20,19,16,17,60,6,7,15,22,22,45
14,25,16,11,16,56,8,19,12,18,28,48
19,26,10,14,23,56,11,21,7,14,10,45
20,26,11,16,27,54,19,21,11,15,0,50
21,16,11,18,28,60,21,15,15,20,0,46
24,10,11,12,24,59,21,12,15,19,5,47
28,9,10,16,23,56,14,10,11,10,1,46
24,14,14,23,27,62,23,16,16,19,3,41
14,11,14,24,19,60,17,14,14,16,0,45
12,11,11,23,18,64,14,19,14,17,0,45
13,11,13,24,14,63,16,15,9,11,5,44
16,12,17,17,9,59,5,12,12,12,0,43
13,16,24,6,25,55,3,16,16,12,0,41
15,14,29,13,28,54,9,17,15,14,4,44
9,17,33,11,23,56,11,13,17,12,0,46
17,18,23,5,26,57,15,13,16,12,3,40
13,17,12,14,28,60,20,13,12,13,0,43
15,20,11,25,27,58,13,14,14,9,4,48
20,20,8,27,28,56,11,22,11,16,15,47
25,17,2,25,26,56,10,18,12,11,4,46
19,11,16,19,19,53,11,11,10,10,28,48
20,5,31,19,6,54,13,13,11,16,0,47
21,5,39,17,15,54,9,8,11,15,5,43
20,6,40,17,21,54,10,9,12,9,0,47
9,18,44,14,21,55,10,12,9,16,0,46
5,24,40,7,14,52,6,14,13,14,0,44
9,29,32,16,24,48,11,13,16,19,11,41
15,27,24,13,27,36,11,10,16,13,20,47
18,26,16,23,25,18,9,10,15,11,0,47
21,25,5,18,23,12,16,10,14,7,0,51
23,27,16,24,31,15,15,18,10,13,0,48
21,17,19,25,32,11,15,16,14,9,4,44
22,8,21,26,16,9,10,20,13,11,5,41
32,20,13,25,12,10,7,20,8,9,0,43
25,23,25,23,14,11,9,16,15,10,0,44
7,23,32,20,17,14,9,14,15,11,8,47
18,24,37,20,23,6,7,8,8,9,1,40
28,15,41,22,23,6,8,13,10,16,0,48
31,18,45,12,19,7,14,12,5,16,0,48
29,23,35,10,16,8,12,18,10,12,70,45
26,24,26,21,13,7,9,12,9,17,0,42
22,23,11,21,13,7,11,12,13,19,0,39
16,22,13,15,16,8,11,10,12,10,0,43
14,24,14,15,11,13,8,13,12,7,0,44
25,24,19,13,22,8,8,10,11,11,0,41
32,18,25,8,19,9,15,18,12,14,0,42
39,16,18,19,10,7,17,13,12,11,0,43
34,19,12,11,16,1,20,9,8,10,0,38
22,18,5,14,17,16,17,9,16,10,9,31
12,18,2,21,25,14,3,15,20,11,1,45
18,17,11,13,11,12,8,9,15,18,15,45
20,6,15,14,14,9,10,8,9,19,0,47
26,6,10,8,23,7,15,14,11,11,0,43
23,11,18,12,24,11,15,24,9,9,0,45
13,19,28,14,17,25,8,17,11,12,47,50
4,15,18,10,14,18,9,10,14,20,14,47
11,13,8,15,8,11,8,12,14,15,0,48
13,13,21,18,15,8,7,12,9,20,0,49
18,18,12,18,21,6,8,10,11,18,0,47
16,13,9,13,18,4,11,16,13,15,0,51
16,14,20,22,10,7,6,15,13,17,12,46
17,14,25,21,10,5,11,10,10,9,0,46
14,6,19,21,11,7,14,12,18,9,0,45
21,14,9,19,15,6,11,11,17,15,58,47
20,18,9,9,18,9,8,18,12,18,0,44
10,17,15,7,16,12,3,17,9,17,0,46
9,12,16,13,21,15,12,19,11,10,0,52
21,8,20,13,14,9,15,18,10,10,27,51
20,11,10,12,11,7,8,12,16,13,1,53
21,15,4,12,15,8,9,13,19,18,0,54
13,13,8,12,10,14,7,16,16,16,0,48
9,15,11,12,12,8,6,18,11,14,0,47
19,6,12,18,13,9,10,19,11,11,0,54
19,7,20,15,15,11,15,15,12,8,0,47
12,16,14,9,21,8,12,10,15,12,39,46
7,8,12,9,18,15,10,12,13,15,0,49
6,11,18,9,17,16,10,11,10,14,0,49
16,13,14,12,16,13,10,18,6,12,88,45
28,10,3,11,16,10,9,15,11,15,0,46
19,11,7,12,20,8,14,14,17,9,0,47
16,20,9,11,21,12,12,12,14,15,0,50
16,12,10,12,13,11,14,11,15,19,0,46
10,11,18,14,13,11,15,9,10,14,0,49
12,18,13,17,16,10,14,20,12,12,0,44
13,8,7,14,21,8,14,16,15,14,0,44
4,17,5,13,16,9,10,16,13,10,0,45
15,18,10,6,14,10,9,15,13,11,29,46
19,10,17,12,17,10,14,10,7,11,20,46
13,7,18,26,18,8,7,13,11,10,1,48
20,11,11,26,19,9,3,16,6,13,0,49
18,14,5,18,18,13,16,9,11,16,0,48
9,11,11,13,15,8,18,11,14,17,0,45
18,10,21,5,18,4,15,12,10,22,0,44
17,9,28,19,18,4,17,11,13,17,0,44
15,6,22,16,18,10,18,12,17,12,22,45
12,13,8,8,19,15,15,16,11,11,0,40
10,18,7,12,19,10,15,7,15,17,0,45
6,17,16,9,18,20,3,17,14,11,0,41
19,11,20,16,18,10,10,18,11,10,0,42
23,7,11,7,21,11,11,13,10,17,0,41
24,19,15,11,20,7,5,15,13,15,0,42
20,16,10,13,16,8,4,17,15,9,0,40
5,13,11,15,15,8,7,7,5,4,0,43
19,9,4,14,18,5,12,12,17,4,0,41
30,11,15,17,15,3,10,14,19,4,0,38
25,9,23,15,8,8,12,10,10,4,0,37
13,8,17,10,16,5,11,7,5,5,0,38
12,9,11,10,15,11,13,14,3,7,0,38
16,23,11,14,17,8,17,12,8,6,0,43
15,28,9,13,20,5,12,6,0,6,0,47
3,19,2,11,20,11,11,5,4,8,0,45
14,11,11,17,20,11,14,2,5,7,0,44
28,15,10,5,13,9,10,5,5,2,0,48
31,8,5,11,13,8,15,5,5,11,0,52
25,10,11,14,16,3,11,10,4,12,0,46
13,16,10,17,20,12,7,4,4,10,0,50
12,12,6,13,14,11,10,1,8,16,0,45
12,9,11,14,14,9,3,3,5,9,0,46
11,10,13,21,14,8,0,6,12,12,0,43
11,9,10,21,16,7,0,4,14,21,0,44
8,7,11,18,16,5,3,4,19,24,0,42
13,10,11,9,13,3,5,5,10,18,0,46
15,9,17,10,15,0,5,14,13,18,0,45
3,8,14,19,16,7,5,17,12,14,0,46
11,14,7,16,13,7,1,14,13,13,0,48
17,11,4,16,13,4,0,13,17,9,1,49
8,14,11,11,17,0,0,11,13,16,0,47
20,9,16,7,16,2,4,16,14,14,0,50
17,4,9,6,24,5,1,21,13,14,0,50
15,6,9,7,24,0,2,15,3,8,0,47
15,14,12,7,21,5,9,11,14,16,0,47
11,10,7,8,11,3,11,12,18,15,0,42
10,9,5,9,9,3,12,9,11,15,0,34
8,11,8,3,14,2,14,8,7,16,0,30
13,9,7,10,4,10,18,19,11,15,0,30
9,6,8,5,4,13,18,16,23,16,0,33
9,4,11,11,10,11,16,10,21,11,0,41
11,7,2,17,12,14,15,5,14,16,0,40
9,5,6,7,16,14,8,17,12,21,0,36
10,7,5,4,21,16,7,27,11,10,0,31
8,5,4,7,18,11,5,31,11,12,0,35
13,7,8,9,22,6,12,28,5,8,0,36
3,6,3,12,14,6,9,16,16,18,0,34
14,5,0,10,14,6,10,8,21,20,0,37
6,3,4,12,15,7,5,8,8,12,0,24
6,4,4,13,17,8,10,8,7,11,0,26
9,0,7,17,21,6,16,13,9,14,0,25
5,4,10,13,17,10,13,21,15,18,0,23
9,3,16,11,15,0,19,19,14,14,0,33
3,4,18,9,18,9,17,11,9,22,0,37
2,10,14,5,10,13,8,8,10,21,0,42
4,12,10,15,19,18,12,17,14,13,0,45
3,16,7,18,21,10,8,20,17,16,0,42
10,15,4,10,25,13,15,13,17,12,0,42
14,12,4,11,22,6,17,10,14,11,0,44
17,10,6,11,19,8,11,14,10,18,0,44
14,7,14,16,21,7,5,15,14,11,0,47
20,6,10,14,18,12,11,16,6,13,0,46
16,6,4,15,22,10,16,14,9,18,0,50
11,10,9,8,20,9,14,13,19,18,0,50
4,6,10,12,17,8,10,13,11,15,0,49
16,4,12,6,14,11,8,7,13,12,0,49
13,15,14,10,20,15,16,12,14,12,0,45
13,8,11,12,19,10,13,19,15,12,0,44
7,6,8,11,18,7,5,21,12,14,0,47
7,9,3,7,18,14,14,18,11,13,0,48
12,11,8,8,22,14,15,17,12,16,0,47
16,7,7,11,16,10,10,15,9,13,0,43
13,7,8,11,17,9,6,11,7,15,0,45
14,6,9,11,16,14,10,11,16,17,0,47
12,10,11,8,15,9,14,12,11,18,0,43
8,13,10,6,14,5,21,12,5,17,0,45
8,11,6,8,14,5,14,9,19,17,0,43
9,10,11,13,11,12,10,14,23,15,0,47
9,10,7,15,6,15,12,12,21,19,0,49
11,13,7,7,8,13,11,2,17,17,0,52
13,7,10,15,16,15,10,15,13,11,0,50
11,7,9,11,15,13,9,24,7,17,0,47
12,7,13,10,16,10,6,29,13,19,0,47
10,9,7,6,21,6,8,25,15,19,0,49
10,10,13,10,20,5,6,14,7,15,0,47
11,7,11,13,15,7,12,11,15,8,0,44
7,9,4,8,18,6,6,11,16,13,0,45
10,9,3,16,18,6,10,10,17,15,0,45
5,12,5,13,17,6,12,8,14,12,24,45
8,6,8,16,12,10,16,15,9,13,32,44
12,4,14,17,13,5,17,18,9,13,28,47
8,5,13,10,10,7,11,21,10,12,25,46
13,6,21,8,11,11,7,16,12,16,28,47
10,9,20,8,13,9,9,10,9,16,29,50
6,16,18,9,15,13,6,16,10,19,14,50
13,15,11,11,14,11,4,15,11,21,18,50
12,16,7,9,12,6,6,12,19,14,34,49
12,16,5,9,16,6,8,9,22,11,25,44
13,12,9,10,17,6,13,12,17,13,28,45
21,12,3,13,20,4,17,7,18,9,15,45
18,7,7,14,16,6,15,17,16,15,26,46
15,9,9,9,16,9,15,27,9,18,30,48
12,8,16,8,12,11,10,27,12,11,21,45
10,5,16,12,13,11,8,20,15,15,17,45
8,10,9,6,10,11,9,18,11,17,17,44
10,11,10,11,8,14,10,14,12,14,23,43
12,10,11,7,10,8,9,13,8,18,29,41
8,17,14,7,11,7,5,12,12,14,26,41
21,11,5,10,17,7,17,11,17,16,31,39
17,9,11,11,14,3,14,8,17,14,28,40
14,11,8,6,13,5,19,10,11,18,30,37
15,7,4,10,12,5,19,10,12,13,25,49
11,8,16,13,5,6,17,12,13,18,24,48
10,10,18,13,9,11,17,14,9,16,16,41
11,5,9,9,12,12,7,12,13,16,29,43
9,7,13,14,16,11,9,17,17,16,21,45
16,10,23,11,19,11,10,11,13,7,25,44
13,11,16,7,19,8,6,13,10,12,27,43
9,8,5,4,17,8,8,14,16,16,25,49
14,16,13,7,13,7,7,13,13,13,23,48
10,16,9,15,12,7,6,16,7,12,24,47
10,9,4,17,12,8,13,14,13,17,25,49
9,11,4,19,17,6,9,14,14,18,13,46
22,14,7,16,16,6,9,13,14,13,22,48
24,6,12,8,19,4,9,6,9,14,38,48
14,6,22,10,17,6,10,15,13,15,12,47
12,8,24,9,17,7,9,18,16,12,24,42
13,6,18,7,19,10,6,19,15,6,29,43
9,17,5,8,17,5,11,10,10,12,24,45
14,23,7,15,15,6,12,15,9,20,16,42
13,20,9,9,11,7,7,15,12,16,30,43
6,16,5,12,15,6,7,12,9,15,21,46
17,6,13,7,15,6,8,13,7,12,26,46
32,11,11,10,17,7,10,13,17,16,15,46
36,6,9,13,17,8,14,7,18,15,12,45
27,10,9,11,16,5,10,7,13,8,18,41
22,12,8,6,15,7,8,12,14,19,16,42
16,10,8,12,19,14,13,21,11,20,19,46
10,8,15,13,16,10,11,14,12,7,16,45
16,9,12,9,15,11,12,14,12,16,21,44
16,12,2,8,21,9,5,12,12,12,19,43
16,8,10,8,19,9,8,17,17,17,18,44
10,10,23,8,20,11,6,13,12,7,18,38
12,5,13,7,18,10,6,8,17,10,20,34
17,11,7,11,19,13,9,13,11,13,24,36
13,18,6,17,20,6,5,17,11,21,19,40
9,10,8,14,19,8,10,22,8,25,25,43
3,6,10,20,16,5,21,16,5,22,13,41
16,10,14,16,18,7,14,7,22,19,9,44
19,10,13,13,16,6,9,12,25,14,15,45
17,10,13,8,14,10,6,6,20,17,14,47
13,11,18,18,13,13,8,12,19,9,20,47
5,14,19,16,8,11,13,22,24,6,17,41
14,8,10,8,11,8,13,29,9,17,15,41
16,16,1,6,14,7,11,32,10,24,24,46
12,20,17,4,13,8,10,27,6,20,14,48
9,11,24,11,14,11,6,20,9,14,11,46
11,6,14,13,16,10,19,10,16,10,22,44
15,8,3,9,17,13,12,11,16,12,24,45
13,17,2,16,19,3,11,8,16,19,19,45
7,13,10,11,20,0,17,18,16,11,21,45
11,10,14,5,24,12,15,25,6,10,22,42
12,4,10,14,28,12,16,21,9,17,17,39
23,8,11,18,20,13,21,20,12,16,24,44
18,9,7,11,18,15,18,13,10,18,9,48
10,12,4,11,24,19,12,10,9,14,32,47
14,13,13,7,20,15,14,10,13,20,20,44
12,9,13,9,16,10,13,16,14,14,23,46
11,4,13,16,23,10,19,16,16,12,25,47
14,10,7,10,24,17,21,11,18,14,19,50
11,22,6,19,16,4,23,15,17,13,20,45
8,24,8,21,11,14,21,21,10,14,21,40
7,13,9,22,18,26,18,24,11,13,18,48
10,5,12,19,17,24,21,20,16,20,9,48
13,6,17,20,22,9,25,16,16,17,31,48
17,7,24,10,24,13,17,7,15,15,22,47
15,16,26,12,24,9,22,9,12,15,19,35
3,16,21,12,22,15,20,21,15,8,14,44
13,17,12,7,17,21,12,25,21,23,25,45
21,17,6,13,15,23,14,20,16,25,20,40
16,21,5,19,16,20,17,10,8,19,13,46
17,15,15,27,26,11,19,18,0,20,13,45
22,8,15,33,17,11,10,18,16,19,14,47
16,9,2,27,16,14,7,18,26,22,23,43
11,9,15,10,23,13,9,11,23,24,24,42
11,10,27,19,10,14,7,2,16,27,17,37
13,9,33,29,21,6,12,17,18,22,19,41
10,11,30,26,26,7,16,25,18,15,18,42
4,17,21,13,26,10,15,30,10,13,21,42
13,19,14,18,15,7,17,30,24,10,15,47
8,20,20,20,11,12,14,27,27,9,17,44
20,26,23,23,16,10,7,16,19,23,24,44
26,28,13,19,19,6,7,23,9,25,18,52
27,23,13,14,15,8,5,32,5,13,13,48
31,17,21,6,16,10,14,38,14,17,25,45
32,18,23,12,11,10,20,35,25,19,15,42
34,19,19,12,16,10,15,27,19,19,19,30
33,15,13,19,16,8,9,14,15,11,24,37
24,19,9,17,16,6,12,14,15,18,15,46
21,24,16,10,9,7,12,21,20,14,13,46
21,22,14,16,11,15,10,20,17,18,17,45
22,14,14,18,11,20,12,22,16,12,17,43
22,9,14,9,8,9,13,33,9,13,27,42
17,20,13,3,17,11,14,38,9,15,19,46
14,21,17,18,23,6,13,40,14,13,16,48
11,13,18,20,13,6,15,37,14,12,21,44
20,8,5,9,17,9,10,35,11,17,11,42
21,17,4,9,12,9,7,29,16,19,17,44
22,19,13,14,16,10,4,28,19,17,19,47
12,8,20,14,13,9,13,20,16,16,28,46
14,5,13,11,11,7,17,9,11,18,28,46
25,7,11,13,13,3,15,17,11,10,13,44
34,12,17,10,13,4,18,16,13,12,12,44
23,17,24,16,16,6,17,13,19,12,15,43
8,15,18,16,8,13,23,12,17,17,13,48
19,11,11,16,12,14,20,17,10,12,15,42
21,18,8,9,10,22,16,14,6,10,9,47
15,21,19,14,16,14,14,16,9,16,15,48
18,17,20,10,13,21,5,16,17,9,14,44
9,10,13,8,17,29,7,16,20,16,17,42
21,13,13,19,28,16,10,8,14,11,18,40
52,23,13,12,27,1,13,16,11,12,18,45
47,34,12,13,21,8,12,18,17,16,16,45
43,34,5,18,19,8,14,13,11,18,14,45
33,29,11,20,13,13,16,12,11,12,15,43
35,31,22,35,13,20,15,11,6,20,10,48
38,23,18,35,22,19,5,19,11,12,18,47
42,17,7,30,21,11,8,16,21,17,13,49
57,9,16,20,20,11,10,14,17,24,17,43
47,15,26,8,22,8,13,12,17,19,18,53
35,16,33,15,25,8,13,11,14,10,20,46
43,10,37,22,23,5,13,22,6,10,15,42
42,12,28,20,22,12,10,29,16,14,14,45
51,18,13,13,22,10,15,23,23,23,20,43
50,23,14,15,13,11,18,11,14,19,17,45
58,18,24,23,15,10,14,7,10,13,25,41
68,17,32,22,22,13,7,20,18,17,9,42
67,13,30,15,16,13,4,23,13,11,23,45
74,15,23,11,12,17,16,12,12,13,27,47
58,24,17,11,18,15,21,15,11,11,19,39
67,28,17,17,12,6,20,21,14,14,21,39
79,24,11,18,13,6,10,19,16,7,18,34
71,27,8,16,21,10,7,16,12,14,19,38
73,47,8,11,17,15,7,10,10,13,17,42
78,37,18,16,8,15,13,14,7,7,16,44
60,40,25,16,8,10,14,13,11,20,12,45
67,32,19,16,13,7,20,12,16,21,9,43
70,23,10,14,16,7,14,8,10,14,13,42
63,30,17,15,19,7,13,9,11,11,12,49
75,35,26,13,14,8,13,15,17,12,15,49
65,26,28,9,13,9,12,14,21,6,20,48
64,34,19,10,16,12,13,13,17,15,21,45
69,48,17,17,9,12,14,11,13,14,25,44
71,37,12,21,14,12,12,15,8,11,16,46
74,41,6,20,15,14,10,17,12,11,20,40
71,54,4,18,19,15,9,18,10,19,23,37
68,59,15,11,18,10,6,15,13,21,16,41
63,50,25,15,19,10,5,10,14,13,13,45
72,45,27,18,23,12,5,11,9,12,12,44
71,43,22,15,17,8,8,12,12,17,14,48
70,66,8,15,20,11,7,12,14,12,17,44
63,67,16,12,17,6,8,10,12,9,22,48
62,58,22,11,18,7,10,13,15,11,18,48
63,46,27,17,13,9,12,11,10,7,9,45
69,34,27,14,18,9,6,11,13,12,19,46
72,41,16,17,17,8,6,16,10,16,20,36
70,59,12,13,18,10,5,13,11,15,23,42
73,60,19,6,17,10,2,15,9,17,15,47
75,65,11,18,12,10,7,15,12,15,16,45
66,64,14,17,11,6,5,16,12,11,12,41
75,66,13,9,14,5,6,13,15,20,14,41
79,71,9,15,9,7,4,9,13,26,11,47
75,72,15,18,11,6,7,18,10,17,17,48
76,73,23,10,13,6,2,27,6,15,15,47
78,67,13,9,11,9,3,41,10,11,12,41
60,72,13,12,14,4,10,37,16,10,22,44
59,56,36,7,15,8,8,43,18,13,20,46
68,52,39,7,13,5,8,44,17,9,17,46
76,61,30,10,11,7,6,51,8,15,15,40
68,60,23,9,8,12,7,51,7,17,21,42
72,70,11,9,14,8,8,51,17,17,18,42
80,67,8,12,15,9,5,52,14,18,24,42
66,70,13,9,10,1,5,51,15,20,14,40
74,73,10,6,17,5,6,52,16,18,14,44
65,52,11,10,21,5,4,51,13,11,17,42
68,65,18,9,5,7,6,50,19,12,14,44
70,61,9,10,9,7,6,44,21,11,16,44
74,60,6,12,13,4,10,44,22,12,11,44
73,60,6,19,12,5,9,44,17,15,21,44
70,61,16,16,13,9,9,46,9,12,20,45
72,55,13,10,11,9,20,47,5,15,14,49
71,67,6,16,10,10,24,43,14,14,13,46
81,59,11,8,7,6,21,46,12,12,16,37
72,63,11,6,20,10,17,40,15,16,13,39
73,63,14,12,18,10,14,38,15,11,16,40
68,62,10,13,16,20,26,28,12,14,10,39
71,67,5,8,15,24,26,22,17,16,14,38
74,58,10,7,18,22,17,25,11,7,10,41
71,66,12,16,26,13,20,25,13,16,23,41
74,70,11,12,27,12,23,18,7,14,16,40
76,60,7,14,32,26,21,11,12,16,14,44
76,64,12,14,29,27,25,15,13,11,16,45
83,65,14,18,18,29,19,9,11,17,15,43
80,72,13,25,25,16,21,14,12,15,24,39
79,73,16,26,31,15,17,12,14,12,13,44
73,73,23,27,35,17,14,18,13,15,14,47
65,69,38,24,34,17,11,14,15,18,14,38
72,64,57,22,33,19,21,13,14,13,20,33
70,65,58,18,33,17,17,16,13,13,27,34
76,66,57,18,31,5,16,18,12,17,23,39
74,68,60,20,32,11,10,12,10,12,20,43
80,72,56,16,34,14,8,13,14,14,21,52
70,69,64,19,27,10,8,12,14,10,18,39
64,61,64,31,18,7,16,19,13,17,22,38
56,62,58,58,23,7,12,10,10,15,15,41
67,57,56,59,26,6,11,16,13,18,19,40
75,58,50,67,21,12,13,26,15,15,13,44
66,63,51,57,11,16,11,19,11,9,25,43
75,64,50,55,19,12,10,13,14,12,22,43
70,66,61,55,17,16,12,20,18,16,18,44
65,64,57,62,13,11,6,14,13,11,14,42
64,74,58,62,24,15,8,13,12,13,19,42
68,60,61,61,29,11,5,21,9,15,11,40
