Link1,Link2,Link3,Link4,Link5,Link6,Link7,Link8,Link9,Link10,Link11,Link12
0,62,0,60,81,0,0,0,76,0,44,67
0,0,54,0,69,81,0,49,0,89,0,64
0,0,0,0,0,69,81,0,65,0,27,0
76,0,0,55,0,0,75,65,0,83,110,84
66,54,0,0,49,0,0,54,67,0,43,0
0,39,69,0,0,73,0,55,62,79,62,65
116,0,62,74,0,0,77,56,62,73,31,65
81,78,0,60,78,0,0,59,60,78,88,72
82,76,82,0,82,74,0,55,73,76,53,76
86,62,72,74,62,0,86,49,63,76,9,68
80,70,65,72,0,72,0,51,66,74,44,64
0,37,67,64,80,0,76,0,77,80,84,61
84,0,74,70,70,92,0,0,60,78,30,78
0,67,78,74,78,75,76,55,0,89,20,62
87,89,60,89,0,78,80,0,61,0,42,74
0,1,67,66,96,89,74,61,83,70,0,64
88,0,61,83,72,0,85,61,70,89,0,64
92,67,0,70,96,84,0,55,65,83,0,60
0,78,58,0,71,0,82,61,68,75,67,86
99,64,78,67,0,45,0,0,78,76,46,78
0,0,56,74,72,0,0,80,0,89,49,64
85,0,0,0,65,69,60,61,83,0,73,73
74,36,0,70,86,0,82,72,81,89,91,76
0,2,67,0,0,0,0,48,84,95,0,89
91,0,64,70,0,0,0,58,63,95,29,0
0,3,0,73,80,0,0,61,73,78,85,76
81,63,72,0,77,76,0,56,74,74,30,0
0,64,64,83,0,77,82,0,72,81,18,58
0,0,64,0,72,0,73,52,0,83,21,64
0,0,0,70,69,68,0,63,72,0,65,73
0,0,58,0,70,77,79,66,86,82,0,64
85,78,0,64,0,92,92,0,81,92,29,0
79,1,80,0,0,0,0,63,0,76,72,74
85,78,77,67,0,0,0,57,74,0,21,78
87,72,74,89,78,0,0,0,75,78,30,67
0,64,69,85,85,92,0,0,0,86,74,78
96,83,70,72,84,99,119,73,0,0,70,74
49,0,81,63,80,0,106,0,92,0,0,70
0,53,0,70,76,74,93,69,88,101,0,0
62,0,0,0,85,72,72,75,84,95,31,0
0,0,49,0,0,0,85,68,0,88,0,102
62,51,65,51,0,0,0,54,77,0,45,89
0,1,48,67,21,0,0,69,67,95,0,84
0,0,58,0,73,0,0,59,75,78,27,0
0,0,0,67,0,72,0,32,71,76,18,74
0,0,0,0,52,0,78,0,0,83,62,71
0,0,0,0,0,0,0,50,44,0,52,58
75,0,0,0,0,0,0,56,67,51,1,70
0,66,0,0,0,0,0,62,68,0,0,0
0,0,57,0,0,0,0,48,70,78,48,0
94,0,0,0,0,0,0,0,65,74,46,43
73,57,79,67,0,0,0,0,0,83,28,60
83,67,78,83,61,0,0,0,0,67,40,67
94,56,72,83,86,60,0,0,0,0,38,47
57,0,70,70,96,91,63,0,0,0,0,53
93,58,0,71,78,0,98,0,0,0,15,0
84,81,52,0,71,83,0,55,0,0,0,78
71,78,74,0,0,78,89,73,89,0,66,0
74,35,67,78,86,0,84,0,76,99,0,89
27,52,70,74,75,86,0,62,74,75,0,89
83,67,59,95,111,81,106,65,85,0,40,75
0,29,62,61,0,111,81,0,69,92,46,63
0,0,61,70,78,89,121,64,76,76,17,67
0,0,0,78,0,76,97,71,0,92,35,67
71,0,0,48,65,0,65,63,84,0,76,59
77,0,0,0,52,83,78,64,81,92,0,70
79,70,71,0,0,61,0,0,0,92,43,110
83,56,61,74,0,0,81,51,70,0,50,75
0,70,64,64,67,0,0,57,68,78,3,73
86,0,69,71,69,72,0,45,0,68,75,67
0,56,0,61,75,74,86,54,65,67,0,0
96,0,0,0,76,80,87,0,70,0,69,73
0,78,28,0,0,68,86,65,0,72,1,71
91,0,71,64,0,0,73,58,78,0,28,0
0,37,0,70,56,0,0,72,76,70,108,58
114,56,73,89,82,0,0,55,0,74,38,70
81,0,96,64,103,55,0,0,72,74,35,74
83,28,0,89,86,111,76,58,0,83,0,75
72,70,65,0,0,62,0,0,79,0,23,0
0,67,72,81,105,0,82,68,0,102,0,68
81,0,54,53,81,99,0,0,74,0,71,70
79,76,0,54,58,84,119,46,0,96,12,0
88,64,65,0,60,0,82,99,74,0,100,95
80,28,56,71,0,0,0,59,0,94,3,32
64,0,62,66,69,0,0,62,70,53,1,74
85,39,71,76,64,63,0,0,73,76,18,67
43,37,63,78,73,71,88,0,0,76,48,0
0,9,61,69,0,76,91,0,0,0,39,60
84,0,69,74,76,0,85,56,0,0,29,0
82,8,78,70,76,72,0,65,76,0,52,66
85,78,77,89,69,0,78,68,76,78,12,58
92,75,0,74,82,71,0,77,77,89,104,83
109,2,67,0,79,0,64,60,98,83,54,83
80,98,90,78,0,69,0,0,66,89,49,62
78,75,84,70,81,0,76,69,59,88,39,65
0,0,70,78,70,92,0,50,74,70,28,78
0,0,0,67,79,0,81,60,70,74,30,67
0,0,0,67,72,81,0,0,73,79,0,67
84,0,0,0,77,73,94,80,0,83,17,70
83,78,0,0,0,0,70,0,70,0,0,66
62,54,75,0,0,0,0,78,0,95,25,70
87,53,54,70,0,0,0,62,78,0,0,95
0,78,59,0,74,0,0,52,78,83,150,0
94,0,52,57,0,79,0,53,74,85,45,78
0,74,61,52,70,0,77,47,73,78,5,95
0,0,68,0,64,83,0,0,66,88,10,68
79,0,0,70,92,79,70,63,74,78,31,76
0,67,0,0,82,84,82,58,69,74,54,70
77,0,62,0,0,0,85,52,69,89,75,71
0,67,0,56,0,0,0,86,72,80,25,76
69,0,64,0,65,0,0,63,78,74,9,78
85,46,0,67,0,0,0,0,77,95,11,74
94,72,68,0,0,72,0,0,0,87,20,67
73,78,68,71,72,0,70,62,84,0,18,78
0,71,77,75,73,92,0,51,0,95,17,70
67,0,77,78,63,77,105,54,63,0,42,0
116,0,0,64,63,72,88,49,65,69,0,89
83,72,0,0,44,0,77,65,82,78,57,0
79,56,70,0,0,0,0,70,105,89,13,74
78,68,71,83,0,0,0,0,73,120,38,36
81,67,66,76,87,89,0,0,0,74,24,76
85,76,62,64,74,86,101,0,62,0,3,0
0,35,65,70,62,73,91,0,0,70,1,73
0,0,61,71,71,0,76,65,0,0,21,0
52,0,0,76,0,73,0,67,80,110,44,64
95,89,0,0,74,92,80,67,86,72,1,51
74,74,74,0,0,0,88,0,70,95,12,78
0,65,65,78,92,0,0,59,0,0,39,72
73,0,65,64,92,95,0,40,75,70,0,65
74,67,60,78,66,0,107,0,70,86,0,0
0,67,65,61,0,60,0,0,0,70,25,72
92,70,65,70,68,0,67,70,55,0,1,78
0,74,62,74,73,0,0,0,0,102,0,67
0,0,74,0,82,74,0,59,85,0,21,0
92,0,0,80,91,78,72,57,62,58,0,78
0,74,92,0,79,86,85,55,53,70,0,0
0,0,62,83,0,0,84,55,66,56,0,74
81,74,0,61,94,92,0,66,76,83,4,70
88,0,72,0,79,0,111,44,82,80,30,0
78,88,0,70,0,74,0,54,0,89,38,62
0,59,82,0,73,0,74,65,77,0,39,62
78,0,63,95,84,0,0,62,80,80,21,74
77,68,69,68,0,0,0,32,78,95,22,82
74,74,59,74,64,0,0,0,71,76,25,58
73,58,66,56,79,65,0,63,53,81,32,83
0,57,58,72,72,84,79,0,73,51,93,78
81,0,58,58,68,0,92,0,61,83,1,67
73,47,0,71,65,0,0,62,84,64,30,58
0,70,66,50,0,84,0,61,83,120,12,78
0,0,60,74,47,0,101,56,67,85,34,81
63,0,0,83,77,0,0,0,79,70,31,0
79,72,0,61,0,0,0,66,0,86,44,67
0,39,69,0,66,0,0,61,81,0,62,69
0,0,62,74,0,69,0,68,92,83,13,65
80,0,0,65,71,0,59,78,88,89,53,74
96,66,0,0,64,0,0,0,73,79,50,64
0,70,60,0,0,74,0,71,88,83,15,90
70,0,62,0,0,0,84,39,86,102,78,74
96,60,0,60,0,0,0,56,58,102,114,78
81,0,66,0,69,0,0,42,76,67,29,72
79,74,0,72,65,77,0,0,70,83,18,67
0,46,74,0,73,0,96,0,0,72,18,0
0,0,63,74,64,84,107,61,0,0,38,65
72,0,0,70,80,62,90,60,75,0,0,65
84,70,0,64,77,71,55,65,85,86,0,61
0,70,55,0,69,72,82,62,92,102,50,0
0,0,59,61,0,69,80,0,78,95,79,84
89,0,0,62,0,0,79,60,57,78,109,68
0,83,0,0,56,0,0,62,68,74,63,73
82,0,76,83,70,0,0,46,0,72,32,0
88,47,0,83,78,60,0,0,58,78,42,78
82,72,67,0,0,0,67,64,0,70,52,60
0,0,67,83,0,0,0,0,77,0,57,0
60,0,0,74,81,74,0,61,0,89,0,58
58,61,0,70,65,89,81,46,61,0,72,60
70,0,58,0,0,67,99,33,92,90,0,0
0,62,0,64,0,0,89,63,58,0,75,0
0,0,52,0,54,0,0,47,78,70,69,72
88,0,0,54,0,0,0,54,100,77,49,64
79,89,0,0,53,0,0,61,72,78,56,107
0,50,89,0,59,0,0,0,77,83,1,65
96,0,67,83,84,0,0,0,0,92,28,58
74,89,82,68,89,0,0,0,0,0,1,82
61,55,78,83,72,86,0,0,0,0,0,58
72,71,70,78,84,0,84,46,0,0,64,70
69,74,62,74,96,77,0,0,0,0,32,78
0,71,57,68,74,96,88,52,65,0,0,0
71,0,59,60,71,75,81,50,69,83,0,0
81,33,0,73,63,0,73,69,80,70,74,0
93,74,77,56,82,0,72,60,82,90,0,60
0,83,73,70,67,0,0,57,78,101,51,0
79,0,52,74,83,52,0,63,69,83,74,76
85,78,0,61,71,80,78,52,69,81,36,68
0,0,80,0,71,84,77,0,71,84,42,74
0,0,68,76,0,71,84,47,0,77,0,74
81,0,0,70,66,0,0,69,88,0,25,52
94,70,0,0,71,78,0,60,72,102,11,64
59,89,68,0,0,60,69,58,77,82,14,83
91,52,76,70,0,0,66,0,0,85,0,61
72,56,64,82,77,0,0,70,59,0,0,65
75,59,65,79,84,0,0,68,79,61,0,72
68,70,76,56,89,95,95,0,74,89,60,0
0,83,60,61,56,74,82,0,0,79,39,62
72,0,70,56,61,0,84,56,68,0,50,0
72,67,0,67,55,64,0,66,76,0,69,68
76,0,0,0,71,0,81,52,82,87,87,70
71,40,64,0,0,66,0,0,70,81,74,83
69,70,69,66,0,0,80,52,0,80,70,71
0,63,61,70,71,0,0,63,70,70,102,71
88,46,64,67,91,69,0,59,73,88,77,60
73,76,43,66,64,103,78,0,66,79,1,63
88,70,62,0,73,74,96,45,0,74,0,64
0,51,65,61,0,75,82,63,64,0,0,67
77,0,66,69,83,0,81,0,84,67,0,65
110,80,0,78,62,80,0,60,0,77,0,0
82,49,69,0,77,79,81,60,78,0,47,78
0,67,72,78,0,79,86,63,72,83,43,66
0,0,59,68,79,0,0,51,78,80,57,73
89,0,0,67,86,79,0,61,71,81,66,71
67,52,74,0,60,92,86,57,78,83,81,78
64,62,54,78,0,0,0,78,67,87,57,76
0,70,64,76,88,0,0,65,72,74,39,57
92,0,60,78,75,92,0,0,79,83,0,74
60,74,0,64,0,69,86,0,0,83,79,67
67,0,62,0,66,0,87,45,0,0,21,74
78,30,0,67,0,61,0,58,65,0,0,70
96,83,63,0,89,92,68,66,67,71,1,61
73,89,74,74,0,0,76,0,74,70,1,0
80,0,67,74,73,0,0,50,0,83,37,74
74,74,71,70,77,77,0,57,66,0,25,64
54,83,77,67,58,79,82,56,70,78,0,67
82,70,58,78,77,67,78,61,75,81,31,0
81,78,57,66,80,0,92,66,79,79,99,70
87,0,48,64,58,81,0,54,71,82,1,68
78,65,72,61,67,65,96,63,70,80,79,66
0,76,70,74,72,69,60,56,74,74,22,76
96,88,63,65,73,0,78,53,74,78,0,78
82,37,77,71,72,79,0,53,72,85,67,56
65,67,64,74,70,79,89,59,74,81,79,67
0,63,63,77,79,74,88,46,71,83,66,72
0,0,0,0,81,84,73,63,70,77,0,69
46,0,61,67,0,79,90,53,79,77,78,78
0,0,0,56,70,81,76,72,66,93,81,62
95,50,0,0,57,0,76,65,84,78,81,78
79,67,60,0,0,0,0,66,73,84,70,66
0,74,61,89,0,0,0,71,82,76,30,76
93,0,65,41,88,96,0,0,80,89,71,59
96,81,89,63,0,0,110,0,0,83,71,65
15,79,68,89,55,0,0,54,84,0,80,58
0,0,63,74,89,76,0,59,89,89,0,78
0,0,0,71,89,65,81,0,66,104,82,0
81,0,54,0,83,47,80,0,0,80,96,81
92,39,0,53,0,67,88,47,0,0,71,83
74,70,73,0,0,0,81,58,66,0,66,74
83,0,77,69,54,0,0,60,77,70,0,57
110,76,0,78,71,58,0,60,74,82,63,83
76,88,77,0,77,0,55,62,81,87,72,65
75,74,76,77,0,77,0,0,79,92,94,70
0,78,70,0,86,0,85,53,0,95,77,76
0,0,70,70,0,89,0,57,92,0,44,75
0,0,0,72,76,0,96,65,66,95,110,0
93,0,0,0,69,0,0,65,84,69,117,73
80,20,0,0,0,64,0,60,80,79,28,83
84,67,75,95,0,0,86,69,80,96,23,75
111,71,55,70,101,0,0,64,72,92,1,66
0,67,73,64,84,98,109,65,0,0,32,75
93,82,0,72,77,84,0,61,85,83,0,83
89,82,53,0,81,79,88,66,95,99,67,83
72,78,72,78,0,77,89,0,72,110,23,92
89,35,73,59,82,0,86,72,0,83,1,67
92,78,63,82,0,81,0,63,78,0,74,94
0,36,70,65,61,0,82,58,82,89,1,73
70,0,78,84,81,68,96,55,78,86,46,83
81,53,0,70,91,80,66,67,60,89,35,0
96,74,0,0,66,106,68,62,61,64,60,85
91,26,60,0,0,72,0,51,82,78,39,110
67,71,59,60,0,0,96,62,69,94,2,72
81,0,73,70,65,0,0,40,71,82,22,77
82,69,56,75,75,74,0,63,84,77,72,81
0,35,64,64,68,72,87,69,55,82,69,82
54,0,74,67,43,0,83,0,81,60,67,79
102,45,0,70,66,0,0,65,0,85,72,56
92,89,65,0,64,41,0,62,89,0,50,82
72,83,60,73,84,71,59,62,77,93,0,60
94,62,65,68,61,96,84,0,63,96,97,84
0,83,66,67,69,64,121,56,72,61,85,75
71,0,65,74,77,64,73,75,0,0,29,72
74,0,0,70,83,0,74,0,75,78,2,58
91,72,72,0,68,96,0,57,85,86,70,62
0,0,68,74,0,74,86,53,65,95,94,86
67,0,0,67,74,0,0,70,73,0,107,70
98,0,0,0,71,74,0,56,76,84,102,85
72,66,55,0,0,81,85,45,76,70,60,83
73,45,76,0,0,0,82,0,64,83,39,64
0,68,68,73,79,0,0,54,0,70,71,72
97,0,58,68,58,85,0,60,71,2,2,67
84,76,49,63,73,61,94,0,70,90,44,58
82,80,67,64,70,74,70,50,0,54,84,62
0,0,67,76,58,46,86,55,75,0,49,70
51,0,61,74,80,0,69,64,66,81,79,71
0,1,0,70,70,70,77,62,73,83,61,49
96,0,0,0,74,76,0,19,71,79,72,60
74,80,46,0,0,0,75,62,70,83,53,68
67,1,73,51,0,0,0,67,73,83,89,67
66,60,62,75,57,0,0,67,75,65,103,73
79,61,63,67,80,0,0,65,81,72,49,0
93,25,64,69,78,70,0,57,67,87,71,79
101,89,63,68,63,80,72,60,68,88,50,82
0,1,72,58,81,81,70,0,83,70,0,75
81,0,84,58,65,78,91,58,69,74,0,70
0,74,0,95,81,83,60,52,71,78,100,67
78,78,67,0,38,68,82,59,70,79,33,70
91,50,74,67,0,0,67,65,66,80,98,0
74,75,0,74,64,0,0,58,84,76,24,73
78,37,60,78,78,0,0,65,76,88,66,70
0,53,66,51,82,74,0,64,66,88,78,82
77,0,59,72,73,79,74,80,102,86,78,69
72,0,0,0,63,76,94,59,73,0,63,82
97,63,71,63,0,67,79,66,86,83,75,72
68,78,62,78,57,62,75,64,75,85,87,84
0,83,72,67,74,50,70,58,84,86,75,77
78,64,76,74,74,81,53,57,79,0,81,71
76,69,59,83,0,0,0,54,71,87,62,78
72,64,65,61,86,0,0,45,56,72,83,76
60,28,69,70,58,0,0,51,57,68,70,78
63,1,65,62,61,0,0,61,67,82,48,68
96,61,54,64,61,55,0,70,68,57,49,72
85,65,74,58,60,69,62,55,84,77,44,69
86,67,0,78,0,57,69,70,79,78,74,74
0,83,65,0,65,0,65,60,82,99,43,73
80,0,69,73,84,62,0,62,0,82,91,65
77,48,0,66,73,74,62,70,68,78,83,82
89,70,72,0,65,69,88,54,77,78,79,74
75,74,70,75,0,0,79,44,0,87,69,73
56,35,65,70,74,0,0,55,60,0,78,73
65,71,68,82,83,67,96,59,64,70,68,73
87,57,63,64,73,96,0,58,72,68,38,0
90,89,59,72,72,74,101,62,72,75,54,67
91,60,73,70,71,71,82,82,75,82,60,85
0,39,67,66,74,67,74,69,92,84,95,66
0,0,65,75,66,70,76,61,80,98,67,66
89,0,0,68,74,70,73,57,78,79,64,77
85,50,0,0,77,74,82,56,63,85,81,75
82,54,76,0,0,71,70,57,0,73,66,77
81,61,75,77,0,0,94,62,71,0,39,71
84,57,77,83,81,84,0,56,69,79,44,66
74,81,66,92,71,83,86,59,82,75,47,57
76,0,77,70,86,77,85,53,67,89,47,66
80,68,74,71,69,80,95,68,71,73,50,71
109,90,64,70,76,72,87,65,74,85,39,79
0,1,85,63,74,0,73,64,81,83,38,64
81,0,74,70,79,74,0,71,78,97,41,71
85,80,0,78,76,70,79,53,83,90,61,75
96,70,80,0,81,63,83,60,63,86,63,71
99,61,65,80,0,81,64,64,76,77,67,67
86,67,88,70,84,92,77,0,86,61,35,71
62,1,62,95,85,85,95,53,47,96,68,70
63,61,70,67,0,81,72,57,64,0,54,80
91,66,70,78,67,0,108,66,67,60,36,53
70,42,71,83,72,0,0,67,81,76,38,0
81,56,78,69,0,84,0,69,84,81,49,66
78,80,67,81,73,83,92,57,85,93,59,63
89,74,67,71,84,73,97,68,87,89,64,89
61,61,66,59,58,81,79,57,78,102,29,72
63,60,74,73,71,65,88,67,81,91,51,75
50,48,57,76,72,67,77,59,73,56,81,85
67,57,67,61,83,78,86,55,77,74,47,84
61,83,60,78,67,79,89,58,66,85,38,75
71,67,64,59,74,60,85,65,62,82,53,73
0,58,67,63,60,79,0,59,72,61,66,72
89,95,70,64,70,0,72,66,79,40,50,64
57,57,89,71,65,75,0,53,84,76,54,64
86,58,77,81,80,72,86,61,83,97,80,62
71,71,0,69,78,83,91,55,68,78,64,73
87,65,64,0,76,74,91,57,60,72,87,80
76,61,56,65,95,76,69,57,72,86,41,72
50,70,74,62,65,0,81,66,73,48,61,75
69,48,65,78,69,0,0,50,76,91,50,64
92,44,48,78,79,0,0,65,72,68,72,70
91,76,64,0,71,82,89,49,67,72,60,56
82,39,79,53,0,67,94,0,65,77,57,73
0,1,70,65,71,0,77,59,0,74,55,59
74,0,70,74,57,0,0,77,80,95,58,67
0,1,0,74,86,72,0,83,64,85,75,47
0,0,71,0,76,81,84,43,101,0,44,78
73,0,0,74,0,67,78,60,55,110,84,71
86,68,0,0,103,0,88,43,73,67,92,84
76,49,67,0,0,84,0,57,72,84,52,74
88,78,69,70,0,0,92,71,69,0,47,64
75,78,68,77,71,0,0,47,73,89,83,72
78,69,88,70,73,79,78,64,69,78,83,89
96,38,65,82,77,77,88,64,81,86,48,72
76,1,64,70,77,74,78,58,84,86,53,61
76,26,0,82,73,80,86,60,71,91,54,61
91,78,63,24,85,84,83,58,78,78,72,73
96,78,65,78,63,81,87,62,67,82,77,66
70,83,89,63,71,0,78,60,82,75,53,73
72,72,80,76,60,79,0,70,81,85,53,66
85,48,69,74,72,64,82,66,73,82,76,71
77,83,63,73,84,84,78,48,72,81,56,64
80,24,76,63,71,0,78,75,64,74,71,67
62,66,72,78,70,0,0,46,76,65,51,70
0,3,54,73,66,79,0,54,68,89,51,64
86,0,51,63,74,89,77,70,73,78,43,74
77,59,0,0,63,80,94,62,78,76,98,64
70,65,67,61,57,0,83,59,66,89,66,58
87,67,70,71,69,54,0,57,67,78,61,62
79,65,62,67,76,86,67,63,75,76,59,56
76,52,71,58,65,67,73,0,77,81,53,76
86,83,67,76,78,69,77,65,0,78,51,62
74,72,66,61,65,96,74,65,99,0,68,62
95,66,69,67,63,77,94,53,64,106,29,69
79,51,53,68,70,80,78,60,76,71,64,91
83,78,77,0,70,69,77,63,75,79,72,70
68,79,64,69,80,72,65,62,73,71,51,68
98,35,75,72,65,96,84,61,72,80,57,65
99,89,57,72,70,85,105,57,69,72,67,61
77,96,67,71,75,79,86,68,72,74,66,68
83,59,78,68,66,69,83,65,74,77,54,69
80,78,69,77,78,99,75,62,75,81,58,50
110,83,66,66,70,61,86,60,70,73,65,70
75,90,72,65,84,48,70,55,73,78,67,72
82,46,79,69,68,86,67,58,72,80,70,69
60,70,66,78,74,81,80,54,72,89,64,69
81,61,60,68,0,81,92,61,67,76,54,61
77,78,65,64,66,0,83,66,83,74,60,59
84,35,67,80,67,0,0,59,73,95,43,71
79,85,66,66,72,0,0,57,79,83,36,66
75,57,73,73,70,82,0,59,66,77,65,68
81,42,78,72,72,86,81,53,73,66,55,77
90,53,69,78,56,76,0,61,79,69,30,60
64,74,66,78,99,81,85,63,77,88,20,62
0,61,70,64,78,92,79,65,71,72,23,54
63,0,0,69,66,89,0,66,73,69,26,71
112,76,61,0,76,92,97,58,74,81,22,66
93,102,72,53,0,71,94,70,70,80,14,62
75,30,89,68,63,0,69,69,71,82,22,69
69,65,77,89,75,74,0,61,79,68,12,74
0,61,64,74,0,73,69,57,72,95,13,75
113,0,58,65,78,84,84,52,68,85,31,72
73,90,0,62,67,79,94,75,66,78,40,69
86,23,69,0,64,76,82,63,79,75,12,70
76,75,63,89,77,61,83,67,72,83,24,56
71,64,72,64,61,57,62,62,72,76,34,68
76,77,64,61,78,0,63,53,69,79,25,64
74,63,67,68,67,73,0,57,73,84,31,77
77,74,69,69,64,68,75,53,73,79,21,77
92,64,59,65,69,69,77,54,66,77,50,76
91,74,61,66,72,73,74,61,74,63,19,72
78,70,71,74,69,73,85,55,67,82,51,67
84,49,77,64,73,76,74,53,71,63,43,61
90,74,71,80,69,83,82,51,65,88,35,65
89,76,71,70,86,77,73,56,71,67,56,68
104,77,72,69,74,83,81,58,73,64,41,57
81,89,70,79,79,69,92,60,52,80,27,73
67,1,0,76,77,89,93,57,67,70,28,64
78,58,68,0,79,78,88,63,69,71,35,53
87,91,63,67,0,78,79,56,64,76,20,65
75,68,79,78,79,0,91,59,60,70,33,69
96,67,65,64,80,77,0,52,86,73,38,60
82,40,64,74,67,86,72,58,71,84,26,57
69,67,72,57,68,84,101,59,69,71,53,71
59,61,0,72,65,77,80,58,74,76,29,71
88,49,76,78,67,84,88,62,76,78,46,69
70,65,60,76,84,75,80,64,76,80,44,62
83,49,48,61,80,83,92,50,75,83,51,61
88,73,57,58,76,75,82,55,79,76,22,55
77,89,78,53,57,77,69,61,57,85,44,77
75,72,73,73,77,79,79,59,72,61,51,84
97,71,68,68,52,77,86,57,68,64,61,66
69,73,70,72,74,73,77,61,62,74,18,59
76,78,74,73,68,69,73,65,72,79,44,60
92,72,70,66,72,78,76,51,78,78,27,59
79,57,71,70,62,75,77,55,61,86,27,65
79,81,78,75,74,70,81,56,66,76,15,63
81,76,68,64,70,71,77,56,64,74,0,70
86,78,66,69,71,86,47,56,69,74,44,70
83,78,72,68,70,86,93,54,67,70,3,70
53,0,78,74,65,75,96,57,69,69,36,57
84,65,74,76,74,87,79,57,74,71,12,58
81,84,65,76,80,70,94,58,76,83,12,60
93,71,73,84,80,75,74,57,73,81,42,64
79,87,68,60,86,79,83,56,72,85,1,73
71,65,76,69,61,107,99,56,70,80,0,69
59,76,66,75,66,78,0,56,69,79,47,70
83,65,65,65,79,74,79,59,71,72,14,66
82,97,60,69,65,83,79,47,72,78,0,65
62,75,65,69,64,73,86,50,66,80,21,56
81,70,73,57,65,67,76,61,65,78,0,75
87,81,64,73,64,70,83,59,64,76,19,63
87,72,65,59,73,72,76,55,77,82,11,66
79,83,71,65,57,81,75,54,74,77,14,72
85,79,75,68,69,61,0,54,67,81,0,70
84,55,71,71,67,79,68,55,69,71,0,62
86,0,72,67,73,78,82,50,70,75,8,72
75,69,0,76,72,82,85,57,73,80,0,63
79,74,67,0,74,0,80,57,65,67,19,75
76,67,69,72,0,83,0,50,70,75,26,71
69,68,65,72,70,56,89,53,66,78,30,67
79,75,75,69,74,82,82,57,67,73,13,73
69,73,70,64,71,76,83,55,77,70,33,69
79,69,66,73,55,76,80,65,76,76,37,63
86,60,56,60,75,60,81,47,73,86,9,60
87,80,55,52,71,90,90,62,66,84,0,61
87,80,77,58,69,74,85,54,75,80,0,72
72,74,72,72,64,76,81,62,74,73,11,74
83,73,68,72,67,68,78,60,70,80,1,76
83,75,69,66,77,81,75,58,74,86,27,72
67,61,72,70,71,75,91,56,69,77,18,60
74,68,68,75,64,79,87,56,65,68,0,66
77,72,64,74,75,69,80,62,71,75,51,68
66,76,67,62,63,75,84,57,70,72,67,71
68,65,69,66,65,80,78,51,74,74,0,66
81,67,63,68,65,78,88,54,69,85,5,67
88,88,64,65,67,67,81,53,61,79,0,61
74,75,71,65,71,63,69,55,62,80,0,62
77,66,70,72,73,73,62,60,65,70,12,63
74,75,67,72,68,72,66,55,75,68,9,62
76,73,64,75,75,70,76,53,66,84,10,63
78,63,73,68,77,78,72,58,64,74,23,63
81,74,67,73,61,73,78,51,70,71,1,64
71,76,64,63,68,74,74,58,67,78,11,72
70,70,72,72,72,73,71,50,67,74,30,65
67,77,67,64,66,73,75,52,67,73,2,69
87,61,72,57,69,78,74,48,63,76,19,69
71,73,65,66,61,77,89,47,68,73,12,63
87,66,67,64,70,69,79,56,57,71,30,53
81,76,63,63,0,71,61,53,64,70,18,64
75,83,71,61,66,0,73,60,69,67,12,65
72,72,70,68,66,79,0,62,70,72,37,61
78,68,62,72,71,67,82,59,77,72,12,57
81,79,64,67,75,68,69,56,66,80,20,54
70,79,74,69,68,75,73,58,75,74,14,52
86,76,76,73,69,71,86,62,71,76,1,58
78,81,56,76,73,77,77,57,69,77,6,64
72,77,67,73,72,75,84,50,73,83,12,62
70,71,70,62,76,71,78,54,63,83,0,56
78,64,66,71,63,79,78,55,64,72,19,73
81,91,65,72,66,73,77,59,68,71,33,74
82,68,72,64,72,71,78,57,60,74,24,68
67,91,70,65,65,70,77,54,70,74,36,55
76,88,67,71,70,75,69,57,67,71,10,49
82,77,76,70,73,71,77,60,69,70,0,56
88,81,68,71,62,71,81,57,71,71,17,67
70,80,71,79,68,67,74,56,69,76,19,65
85,66,73,73,74,81,72,58,66,80,7,64
77,84,65,72,75,82,92,54,73,75,14,64
83,76,74,73,74,78,87,54,79,77,13,62
78,78,65,77,68,72,83,63,75,84,5,66
92,69,74,71,73,77,74,54,72,81,1,59
92,81,59,70,70,77,78,56,78,79,1,61
78,83,62,56,71,71,80,59,65,82,11,72
72,74,74,60,72,81,71,60,69,73,0,67
72,71,67,79,59,81,84,59,71,71,11,65
82,67,68,68,77,71,87,61,72,81,6,69
79,73,59,73,68,64,75,61,73,77,12,56
74,73,67,66,66,78,84,54,71,79,13,62
68,73,73,64,73,75,77,53,74,81,19,64
71,76,65,69,64,74,71,57,64,77,0,59
75,71,74,72,70,75,83,57,61,82,0,68
72,77,66,70,79,67,77,57,80,66,0,73
63,71,67,68,74,76,78,59,71,77,0,71
63,75,66,67,62,78,80,56,68,77,8,64
70,57,66,70,65,72,77,53,70,74,0,62
68,74,55,66,67,74,81,64,71,79,11,58
81,66,64,56,65,72,80,53,72,80,23,62
79,81,65,68,66,75,79,59,77,82,4,68
77,73,69,69,52,75,84,57,64,83,1,64
70,78,73,68,65,68,90,60,69,81,9,60
62,66,70,75,68,68,68,53,68,63,0,74
72,62,61,69,77,70,73,56,66,77,21,75
85,65,62,64,71,68,79,48,66,76,14,60
73,78,55,57,73,80,76,51,66,67,2,51
74,71,70,63,66,74,91,50,63,69,25,55
75,68,66,64,65,64,73,54,65,73,10,57
75,78,65,73,66,68,68,53,67,70,0,54
84,75,68,65,75,74,70,59,67,69,7,52
78,83,68,70,65,79,81,55,66,71,45,54
72,77,76,70,60,68,83,54,67,72,1,52
85,72,71,80,71,69,69,47,67,71,21,41
79,78,65,68,78,71,76,50,65,67,10,38
