Link1,Link2,Link3,Link4,Link5,Link6,Link7,Link8,Link9,Link10,Link11,Link12
3.103448276,9.473684211,1.818181818,3.47826087,3.947368421,0.810810811,1.343283582,4.615384615,3.797468354,0.631578947,2.903225806,1.875
6.136363636,6.206896552,4.615384615,1.132075472,2.368421053,1.518987342,1.125,7.868852459,5.6,4.137931034,0.681818182,5.901639344
1.8,8.823529412,3.529411765,3.287671233,0.952380952,2.5,1.956521739,4.285714286,5.142857143,5.060240964,3.037974684,0.769230769
3.375,2.142857143,4.761904762,5.070422535,3.896103896,0.697674419,3.857142857,5.454545455,4.054054054,2.666666667,6.923076923,6.315789474
3.417721519,6.79245283,1.904761905,3.896103896,4.166666667,2.432432432,0.882352941,2.142857143,3.846153846,5.384615385,1.445783133,7.058823529
0,2.769230769,2.647058824,2.337662338,3.037974684,0,3.176470588,1.904761905,1.818181818,4.285714286,5,4.545454545
4.186046512,0,2.033898305,2.4,2.535211268,3.2,0,4.6875,2.307692308,1.558441558,6.428571429,7.058823529
6.75,7.03125,1.578947368,0.810810811,2.5,0.779220779,4.090909091,4.137931034,3.896103896,3.050847458,2.535211268,8.13559322
1.935483871,14.65116279,3.38028169,1.6,0.833333333,0.789473684,0.957446809,4.615384615,4.166666667,3.703703704,1.875,4.918032787
2.934782609,1.285714286,5.714285714,3.243243243,2.465753425,0.779220779,1.216216216,1.967213115,3.157894737,4.411764706,2.068965517,4.166666667
0.927835052,3.698630137,0.810810811,5,3.076923077,0,1.323529412,1.016949153,1.714285714,3.614457831,3.870967742,0.769230769
2.523364486,2.045454545,3.103448276,1.714285714,4.166666667,0.540540541,0,6.206896552,2.168674699,1.578947368,3.636363636,6
0,4.864864865,0.606060606,1.875,1.714285714,2.368421053,0.865384615,1.846153846,3.428571429,1.263157895,1.643835616,4.411764706
0.97826087,0,1.445783133,2.222222222,1.643835616,0,3.214285714,0.882352941,1.643835616,3.896103896,1.739130435,1.666666667
4.945054945,1.097560976,0,1.445783133,2.168674699,1.481481481,0,2.142857143,0.740740741,1.445783133,2.5,2.571428571
4.285714286,9.642857143,0.769230769,0,0.869565217,1.445783133,3.253012048,3.636363636,2.926829268,0.674157303,1.875,3.93442623
4.909090909,1.153846154,5.915492958,0.722891566,0,0,0.947368421,1.875,2.368421053,2.857142857,0.674157303,1.875
1.855670103,6.136363636,1.643835616,5.675675676,1.333333333,0,0,3.870967742,1.538461538,1.363636364,1.276595745,0.722891566
4.444444444,4.186046512,4.761904762,1.578947368,4.736842105,1.428571429,1.058823529,5.217391304,3.75,2.142857143,0,3.333333333
1.046511628,6.428571429,0,3.582089552,1.411764706,4.556962025,2.842105263,4.918032787,3.797468354,3.409090909,12,3.272727273
1.818181818,0,4.347826087,0.769230769,3.037974684,0.882352941,4.04494382,1.791044776,2.5,2.696629213,0,2.5
0,4.864864865,0.923076923,4.5,0.983606557,2.195121951,0.957446809,1.739130435,1.428571429,3.243243243,0,6.857142857
0.909090909,0,0.845070423,0.722891566,3.658536585,0.967741935,3.068181818,4.347826087,2.891566265,1.304347826,2.264150943,3.692307692
2.934782609,1.216216216,0,0.810810811,0.769230769,1.428571429,2.5,4.615384615,2.465753425,1.956521739,4.285714286,4.347826087
1.914893617,5.625,1.875,0,0.779220779,1.481481481,1.046511628,5.625,3.287671233,2.962962963,8.275862069,1.666666667
0,2.5,1.714285714,0.895522388,0,0,1.914893617,4.285714286,3.846153846,3.797468354,60,2.278481013
3.461538462,0,2.769230769,2.535211268,1.558441558,0,0,0,3.428571429,3.614457831,4.444444444,1.666666667
3.417721519,5.192307692,1.6,2.465753425,1.538461538,0.652173913,0,4.761904762,0,2.02247191,120,7.714285714
2,5.510204082,1.034482759,0.722891566,1.445783133,1.538461538,0.927835052,1.090909091,3.797468354,0.895522388,0,4.109589041
2.686567164,0,4.411764706,1.666666667,1.558441558,1.538461538,3,0,1.153846154,3.370786517,10,4.545454545
4.337349398,90,0,3.287671233,0.909090909,0,1.125,1.875,0,0,4,2.647058824
3.913043478,7.627118644,2.727272727,0.857142857,4,0,0,5,2.222222222,0.857142857,120,3.157894737
5.421686747,3.552631579,4.411764706,2.8125,0,3.846153846,0,3.461538462,2.4,2.045454545,0,1.034482759
2.278481013,9,2.647058824,2.5,2.5,0,5.23255814,5.263157895,2.465753425,2.222222222,8.4,1.846153846
2.195121951,9.310344828,5.714285714,3.692307692,3.287671233,2.571428571,0,3.582089552,3.75,2.4,60,3.076923077
3.214285714,2.950819672,1.875,4.225352113,3.243243243,1.558441558,2.535211268,1.818181818,2.195121951,3.409090909,60,4.411764706
0,4.864864865,3.692307692,2.535211268,4.109589041,0.697674419,3.461538462,3,1.666666667,2.068965517,1.411764706,3.692307692
3.913043478,0,1.818181818,2.8125,0.652173913,2.535211268,0.873786408,4.137931034,3.287671233,1.5,7.368421053,3.582089552
4.444444444,6.279069767,1.621621622,1.578947368,3.692307692,0.674157303,3.417721519,4.528301887,2.608695652,2.278481013,1.791044776,6
3.176470588,6.206896552,2.571428571,0.769230769,1.6,1.739130435,1.125,3.80952381,4.675324675,2.962962963,2.535211268,1.666666667
4.8,2.432432432,4.444444444,3.529411765,0.909090909,1.518987342,2.950819672,5.357142857,1.6,4.337349398,4.109589041,3.870967742
3.333333333,4.736842105,1.690140845,1.6,3.428571429,0.789473684,2.368421053,1.090909091,3.2,1.395348837,3.243243243,4.736842105
2.432432432,3.802816901,4.838709677,3.38028169,1.578947368,0.833333333,0.775862069,5.555555556,2.181818182,2.5,2.337662338,5.454545455
0,5.294117647,3.846153846,1.791044776,4.054054054,1.518987342,0.957446809,1.176470588,4.347826087,2.368421053,3.829787234,2.4
1.139240506,0,0.895522388,4.918032787,0.869565217,2.142857143,3.068181818,1.578947368,2.535211268,2.891566265,2.686567164,4.838709677
2.842105263,4.864864865,0,2.432432432,5.070422535,0.923076923,1.782178218,5.806451613,0.631578947,1.643835616,3.050847458,1.5
2.25,4.5,1.714285714,0,1.764705882,3.529411765,1.363636364,3,4.675324675,2.142857143,0.983606557,5.084745763
3.333333333,1.011235955,2.535211268,1.621621622,0,0.833333333,5.921052632,2.033898305,3.116883117,3.529411765,4.444444444,2.465753425
0.873786408,2.571428571,2.608695652,2.4,2.117647059,0,0,0,1.034482759,2.790697674,4.390243902,4
5.769230769,0,1.791044776,2.432432432,1.643835616,2.168674699,1.022727273,6.101694915,0,0.9375,1.6,2.535211268
1.384615385,6.315789474,0.759493671,2.4,1.558441558,0.740740741,3.103448276,3.050847458,6.176470588,0,0,3.333333333
0,1.551724138,4.137931034,0,2.5,1.578947368,0,0.833333333,1.875,3.076923077,0.923076923,0
3.461538462,0,1.052631579,3.287671233,0.769230769,0,2.142857143,5.373134328,1.445783133,4,1.791044776,3.333333333
1.764705882,2.857142857,0.697674419,0.895522388,2.278481013,0,0,0,3.846153846,1.348314607,3.870967742,1.846153846
2.571428571,2.25,2.727272727,1.714285714,0.923076923,1.518987342,0,2.142857143,0.833333333,3.913043478,0.582524272,4.761904762
1.046511628,4.736842105,1.621621622,0.895522388,1.621621622,0.923076923,2.4,1.904761905,0.833333333,0.722891566,7.2,2.337662338
4.444444444,1.216216216,1.428571429,3.428571429,2.195121951,1.558441558,1.304347826,1.518987342,1.578947368,0.674157303,6.923076923,3.287671233
3.139534884,4.285714286,1.791044776,1.538461538,2.432432432,0.652173913,2.368421053,2.142857143,2.278481013,1.395348837,200,0.857142857
0,5.744680851,3.582089552,1.791044776,1.348314607,1.558441558,0.810810811,1.764705882,0.759493671,2.068965517,36,2.571428571
3.870967742,0,1.791044776,2.647058824,1.643835616,0,1.978021978,2.950819672,2.307692308,0.681818182,52,1.666666667
3.870967742,10,2.222222222,2.962962963,2.142857143,1.5,0,2.926829268,0.681818182,2,53.33333333,2.903225806
4.556962025,1.084337349,3.116883117,2.195121951,2.337662338,1.978021978,2.045454545,0,3.333333333,0.631578947,43.63636364,1.621621622
3.103448276,2.432432432,4.109589041,3.2,2.093023256,0.9375,2.647058824,1.153846154,0,2.857142857,31.30434783,1.643835616
0.909090909,2.432432432,0.983606557,1.538461538,4.675324675,1.290322581,1.125,3.396226415,1,0,60,2.068965517
2.571428571,1.153846154,3.2,2.647058824,1.5,1.935483871,2.7,2.465753425,5.833333333,1.034482759,0,2.5
3.857142857,0,0,3.037974684,0.833333333,0,1.875,4.931506849,0,3.658536585,3.428571429,0
1.978021978,3.802816901,1.904761905,0,3.947368421,1.5,0,2.195121951,4.090909091,0,41.73913043,1.666666667
2.4,0,3.80952381,0.857142857,0,2.535211268,2.068965517,0.740740741,1.538461538,3.529411765,21,7.5
1.343283582,2.535211268,2.5,3.692307692,0.779220779,0,3.214285714,1.904761905,0.769230769,1.304347826,3.582089552,3.333333333
2.872340426,1.084337349,0.869565217,1.739130435,3.287671233,0.740740741,0,3.529411765,1.621621622,0.674157303,3.75,1.764705882
1.764705882,2.307692308,2.857142857,2.727272727,1.714285714,1.428571429,0.909090909,3.93442623,3.947368421,1.481481481,75,0.810810811
0.9375,3.461538462,2.4,0.722891566,1.643835616,1.739130435,3.292682927,3.103448276,2.5,3.409090909,1.176470588,1.578947368
1.125,0,0.789473684,3.692307692,1.363636364,0.983606557,1.451612903,1.621621622,3.037974684,2.117647059,11.25,2.5
6.923076923,5.294117647,0,1.621621622,3.157894737,0.759493671,1.184210526,3.396226415,1.445783133,1.855670103,43.33333333,5.142857143
5.696202532,5.142857143,3.80952381,0,0.740740741,1.666666667,0.989010989,0,1.6,1.333333333,3.157894737,3.333333333
2.093023256,5,5,2.368421053,0,0,2.307692308,6,0,2.195121951,65.45454545,1.791044776
4.337349398,4.615384615,3.80952381,2.686567164,2.25,0,0,2.352941176,4.6875,0,1.764705882,2.337662338
2.278481013,3.506493506,4.225352113,5.538461538,2.608695652,2.337662338,0,3.692307692,2.368421053,3.157894737,540,2.368421053
5.487804878,2.571428571,1.791044776,2.222222222,4.864864865,2.368421053,2.5,2.8125,1.791044776,4.47761194,13.63636364,0
3.417721519,6,1.643835616,2.5,2.580645161,1.333333333,3.253012048,1.016949153,3.38028169,0.810810811,33,6.176470588
1.153846154,6,4,1.791044776,1.621621622,1.395348837,2.068965517,3.80952381,0.923076923,3.076923077,4.090909091,7.24137931
6.352941176,2.278481013,2.5,5,3.037974684,1.714285714,2.368421053,2.105263158,3.157894737,0.722891566,21.42857143,1.714285714
5.625,3.552631579,3.243243243,0.674157303,3.2,0.674157303,2.647058824,4.347826087,2.368421053,2.637362637,36.66666667,1.764705882
1.046511628,3.857142857,1.714285714,3.846153846,1.621621622,0.759493671,0.97826087,1.875,3.797468354,2.093023256,9,3.333333333
2,0,2.950819672,3.116883117,3.896103896,1.5,2.25,3.870967742,1.558441558,2.75862069,7.5,2.432432432
2.222222222,4.285714286,0,1.764705882,1.6,1.463414634,2.02247191,4.363636364,2.368421053,1.956521739,5.084745763,4
0.697674419,5,2.465753425,1.132075472,1.739130435,1.558441558,2.068965517,6.101694915,4.225352113,2.142857143,2.432432432,3.582089552
6.585365854,1.084337349,0.845070423,1.5,1.518987342,0,1.022727273,4.166666667,5,4.109589041,3.896103896,3.287671233
0.97826087,6.25,0.9375,1.739130435,1.481481481,1.348314607,0,1.904761905,2.25,3.06122449,7.058823529,1.578947368
0.927835052,1.011235955,8.571428571,0.722891566,0.845070423,0.740740741,1.894736842,1.016949153,1.578947368,3.037974684,6.206896552,6.76056338
3.068181818,0,0.810810811,5.373134328,0.594059406,1.348314607,1.046511628,2.5,0.845070423,1.363636364,4.528301887,4.109589041
2.769230769,4.285714286,1.643835616,1.739130435,5.142857143,0,1.875,2.181818182,1.818181818,0.810810811,6.206896552,4
2.093023256,2.8125,1.071428571,0.722891566,1.818181818,3.947368421,0,0.923076923,1.621621622,1.538461538,3.333333333,0.857142857
1.046511628,2.25,3.272727273,0.722891566,1.481481481,0,5.696202532,8.275862069,1.481481481,1.445783133,2.950819672,0.810810811
0.97826087,0,1.690140845,4,0,0.697674419,0,1.176470588,4.864864865,1.263157895,4.137931034,0.810810811
4.838709677,2.307692308,0,3.582089552,2.647058824,0,0.97826087,6.79245283,0.952380952,4.337349398,1.379310345,4.411764706
1.046511628,5.714285714,3.38028169,0,2.769230769,2.647058824,0,2.142857143,4.47761194,0.769230769,22.10526316,1.348314607
0,0,2.368421053,2.535211268,0,0.810810811,3.857142857,0,1.621621622,3.75,0.923076923,4.47761194
0,0,0,4.166666667,4.918032787,0,1.022727273,3.103448276,0,2.4,15,0.810810811
1.875,0.947368421,0,0,2.337662338,2.045454545,2.535211268,3.272727273,3.116883117,0,5.853658537,3.529411765
3,1.40625,0.659340659,0,0,1.791044776,2,2.857142857,2.368421053,1.894736842,0,3.80952381
3.103448276,1.084337349,3.93442623,0.588235294,0.550458716,0,2.02247191,0.740740741,1.714285714,2.696629213,3.47826087,0
1.111111111,3.6,0.789473684,2.307692308,0,0,0,4.444444444,1.395348837,1.578947368,3.6,3.582089552
1.168831169,1.285714286,1.764705882,0.810810811,2.278481013,0,0,1.904761905,4.6875,1.176470588,4.186046512,4.210526316
3.253012048,1.5,0.882352941,1.538461538,0.869565217,0.714285714,0,0.681818182,1.304347826,3.947368421,3,1.714285714
1.022727273,4.5,1,1.764705882,1.411764706,1.791044776,0.9375,1.333333333,0,2.045454545,4.8,0.857142857
2.093023256,0,3.38028169,0.983606557,1.764705882,0.810810811,3.802816901,0,1,0,9.230769231,2.926829268
3.913043478,3.802816901,0,2.307692308,1.5,1.621621622,0,7.5,0,0.810810811,5.714285714,5.806451613
1.125,2.368421053,3.38028169,1.071428571,1.578947368,1.379310345,2.337662338,3.050847458,6.086956522,0,46.66666667,1.846153846
3.698630137,1.216216216,1.791044776,1.6,0.895522388,1.463414634,1.956521739,1.739130435,2.571428571,4.615384615,0.833333333,1.967213115
2.278481013,4.029850746,2,3.870967742,1.538461538,0.845070423,1.978021978,2.8125,2.168674699,2.432432432,15,0.769230769
0,1.428571429,2.903225806,0.857142857,3.243243243,0.845070423,1.071428571,6.315789474,3.116883117,1.935483871,7.5,6.5625
1.914893617,3.417721519,0.983606557,1.5,1.666666667,1.276595745,0,3.103448276,4.864864865,2.307692308,94.28571429,7.5
4.8,0,4,1.034482759,0.759493671,0.740740741,1.139240506,1.818181818,0.833333333,4.337349398,52.5,1.621621622
2.25,2.8125,1.846153846,3.870967742,1.132075472,0.9375,0.743801653,0.779220779,1.558441558,1.666666667,6.315789474,3.428571429
0.743801653,2.8125,2.686567164,0.810810811,2.4,0,1.216216216,1.153846154,0.759493671,1.363636364,5,5.070422535
3.139534884,1.011235955,1,2.465753425,1.481481481,0.9375,0,0.638297872,1.363636364,0.722891566,1.904761905,2.608695652
2.168674699,2.093023256,0.759493671,1.846153846,1.578947368,1.518987342,1.304347826,2.068965517,0,1.212121212,4.864864865,0.983606557
1.071428571,1.285714286,4.615384615,0.769230769,1.875,0.674157303,2.117647059,0,1.739130435,0,1.481481481,1.818181818
2.068965517,1.153846154,0.869565217,3.2,0.674157303,0,1.046511628,2.769230769,0,1.518987342,0,1.846153846
4.444444444,2.278481013,0.740740741,0.9375,3.47826087,0,0,7.5,3.287671233,0,31.57894737,0
0,7.5,2.5,1.538461538,0.821917808,3.2,0,3.582089552,6.315789474,2.195121951,1.739130435,2.903225806
1.935483871,0,2.105263158,0.674157303,1.304347826,0.895522388,4.337349398,0.9375,2.465753425,7.228915663,1.538461538,1.643835616
1.216216216,1.285714286,0.810810811,3.80952381,1.363636364,0,1.168831169,0.740740741,0.895522388,0.857142857,13.75,1.714285714
1.698113208,1.40625,0.869565217,0,3,0.625,0.818181818,5.172413793,0.674157303,1.538461538,25,13.22033898
5.113636364,0,1.016949153,1.764705882,0.652173913,1.904761905,0,2.222222222,3.333333333,0.588235294,5,4
1.666666667,4.285714286,0.740740741,0.983606557,0,0.674157303,1.25,0.833333333,2.142857143,3.116883117,0.740740741,5.714285714
0.873786408,0,4.109589041,0.722891566,2,0,2.278481013,3.80952381,0,1.836734694,3.272727273,0
2.222222222,1.084337349,1.2,2.790697674,1.978021978,0.810810811,0,2.222222222,3.243243243,5.454545455,5.915492958,4.285714286
3.698630137,2.571428571,0.909090909,1.176470588,1.411764706,1.263157895,1.058823529,2.727272727,3.243243243,1.935483871,0,1.666666667
1.855670103,2.769230769,1.818181818,2,1.153846154,0,1.935483871,1.558441558,1.25,3.658536585,36,0.810810811
4.390243902,1.894736842,3.80952381,1.791044776,1.690140845,0,0,3.636363636,1.333333333,0,5.357142857,2.307692308
0,4.21875,0.714285714,2.647058824,1.558441558,0.714285714,0,0,3.116883117,2.307692308,36.92307692,3.243243243
3,0,4.137931034,1.666666667,2.4,0.779220779,1.267605634,1.395348837,0,1.836734694,3.913043478,1.621621622
6.06741573,90,0,0.810810811,1.363636364,1.5,1.097560976,1.904761905,0.810810811,0.857142857,2.75862069,4.6875
0,3.75,1.875,3,1.5,0.779220779,3.103448276,1.25,1.714285714,0.674157303,4.864864865,2.608695652
0,0,5.172413793,0,1.764705882,2.432432432,0,5.357142857,0.789473684,1.395348837,15.65217391,0.952380952
3.103448276,0,0,6.857142857,0.740740741,1.132075472,3.552631579,4.705882353,4.411764706,0.769230769,19.2,1.090909091
1.894736842,3.870967742,0.495867769,0,2.926829268,0.631578947,1.25,5.263157895,1.481481481,3.703703704,77.14285714,3.582089552
1.40625,1.343283582,4.225352113,0.545454545,1.2,0.810810811,1.046511628,5,5.373134328,1.348314607,8.181818182,2.769230769
0,1.698113208,0,2.368421053,0.422535211,1.290322581,1.022727273,1.739130435,5.901639344,5.316455696,4.235294118,3.692307692
2.337662338,0,1,1,2.4,0,2.045454545,0.759493671,1.739130435,1.395348837,20,3.116883117
0,1.475409836,0.869565217,0.9375,0.952380952,0,0,1.518987342,0.769230769,3.396226415,6.666666667,3.636363636
1.139240506,0,1,0.810810811,0.967741935,1,0,4.210526316,1.318681319,4.210526316,3.913043478,4.838709677
2.045454545,1.343283582,0,0.895522388,0.759493671,0.895522388,1.40625,2.142857143,3.116883117,1.188118812,8,4.761904762
1.216216216,1.011235955,1.643835616,0,0.983606557,0.810810811,1.232876712,1.304347826,1.935483871,2.891566265,85.71428571,3.529411765
2.903225806,2.950819672,0,1.666666667,0,0.833333333,1.285714286,0,1.034482759,1.578947368,7.272727273,3.243243243
2.608695652,3.050847458,2,0,1.558441558,0,1.40625,1.304347826,0,0.769230769,4.615384615,1.714285714
1.058823529,1.551724138,2.8125,3.050847458,0,0.845070423,0,5.454545455,1.6,0,6.79245283,0.810810811
0,1.084337349,2.4,0.983606557,1.875,0,1.475409836,3.157894737,1.690140845,1.538461538,5.217391304,4.47761194
3.292682927,0,0.8,3.272727273,1.791044776,0.759493671,0,1.111111111,4.210526316,1.714285714,5.084745763,2.8125
0,1.216216216,0.606060606,0.895522388,0,2.8125,1.097560976,2.307692308,1.714285714,1.967213115,0,2.222222222
2.195121951,0,1.935483871,0.722891566,3.214285714,0,3.648648649,1.224489796,0.857142857,2.368421053,0,1.818181818
2.465753425,1.475409836,0.869565217,1.818181818,0.681818182,0.779220779,0,4.363636364,0.967741935,1.578947368,0,0.769230769
1.111111111,1.153846154,1.791044776,0,2.02247191,0.606060606,1.730769231,4.444444444,3.47826087,0,11.53846154,5.555555556
2.432432432,2.686567164,0,2.535211268,0.659340659,0.779220779,0,3.157894737,3.692307692,2.117647059,25.71428571,1.846153846
4.5,2.432432432,2.903225806,0,1.739130435,0.714285714,1.058823529,0.606060606,2.25,3.38028169,3.6,0.722891566
2.093023256,3.970588235,2.903225806,2.5,0,0.923076923,0.989010989,1.016949153,0,3.797468354,6.976744186,1.643835616
1.636363636,1.084337349,2.647058824,0.9375,2.686567164,0,1.304347826,2.857142857,1.463414634,0,5.660377358,4.411764706
1.978021978,1.607142857,0.810810811,3.38028169,0.895522388,0.789473684,1.022727273,0.9375,1.666666667,1.176470588,1.132075472,3
1.111111111,1.285714286,2.033898305,1.791044776,3.636363636,0,0,0,0.740740741,0.769230769,20,1.481481481
1.011235955,0,0.845070423,0,1.690140845,0.9375,0,3.157894737,0.618556701,1.518987342,0,2.5
2.903225806,1.084337349,0.895522388,2.769230769,0.674157303,1.621621622,1.153846154,1.818181818,1.714285714,0.588235294,7.741935484,0.9375
